N5.HOG0000000,Ictalurus_punctatus---rna-XM_053685317.1
N5.HOG0065314,Synaphobranchus_kaupii---mrna.SKAU_T00414530
N5.HOG0065315,Coregonus_suidteri---mrna.J4Q44_T00387340
N5.HOG0065316,Synaphobranchus_kaupii---mrna.SKAU_T00008970
N5.HOG0065317,Aldrovandia_affinis---mrna.AAFF_T00390240
N5.HOG0065318,Aldrovandia_affinis---mrna.AAFF_T00036480
N5.HOG0065319,Aldrovandia_affinis---mrna.AAFF_T00350950
N5.HOG0065320,Aldrovandia_affinis---mrna.AAFF_T00088190
N5.HOG0065321,Aldrovandia_affinis---mrna.AAFF_T00048240
N5.HOG0065322,Synaphobranchus_kaupii---mrna.SKAU_T00304720
N5.HOG0065323,Synaphobranchus_kaupii---mrna.SKAU_T00370860
N5.HOG0065324,Aldrovandia_affinis---mrna.AAFF_T00161610
N5.HOG0065325,Aldrovandia_affinis---mrna.AAFF_T00161710
N5.HOG0065326,Aldrovandia_affinis---mrna.AAFF_T00044800
N5.HOG0065327,Datnioides_undecimradiatus---g15546.t1
N5.HOG0065328,Aldrovandia_affinis---mrna.AAFF_T00338060
N5.HOG0065329,Synaphobranchus_kaupii---mrna.SKAU_T00173330
N5.HOG0065330,Synaphobranchus_kaupii---mrna.SKAU_T00085720
N5.HOG0065331,Synaphobranchus_kaupii---mrna.SKAU_T00045820
N5.HOG0065332,Aldrovandia_affinis---mrna.AAFF_T00109110
N5.HOG0065333,Aldrovandia_affinis---mrna.AAFF_T00121710
N5.HOG0065334,Siniperca_chuatsi---rna-XM_044188349.1
N5.HOG0065335,Danionella_translucida---DT14176-RA
N5.HOG0065336,Aldrovandia_affinis---mrna.AAFF_T00207850
N5.HOG0065337,Synaphobranchus_kaupii---mrna.SKAU_T00390880
N5.HOG0065338,Synaphobranchus_kaupii---mrna.SKAU_T00390700
N5.HOG0065339,Synaphobranchus_kaupii---mrna.SKAU_T00390610
N5.HOG0065340,Aldrovandia_affinis---mrna.AAFF_T00050750
N5.HOG0065341,Synaphobranchus_kaupii---mrna.SKAU_T00133460
N5.HOG0065342,Aldrovandia_affinis---mrna.AAFF_T00014380
N5.HOG0065343,Lates_japonicus---gene-AKAME5_001941100
N5.HOG0065344,Synaphobranchus_kaupii---mrna.SKAU_T00038010
N5.HOG0065345,Aldrovandia_affinis---mrna.AAFF_T00017410
N5.HOG0065346,Aldrovandia_affinis---mrna.AAFF_T00067720
N5.HOG0065347,Aldrovandia_affinis---mrna.AAFF_T00054950
N5.HOG0065348,Aldrovandia_affinis---mrna.AAFF_T00271090
N5.HOG0065349,Aldrovandia_affinis---mrna.AAFF_T00432270
N5.HOG0065350,Aldrovandia_affinis---mrna.AAFF_T00258000
N5.HOG0065351,Aldrovandia_affinis---mrna.AAFF_T00258160
N5.HOG0065352,Aldrovandia_affinis---mrna.AAFF_T00258450
N5.HOG0065353,Aldrovandia_affinis---mrna.AAFF_T00258610
N5.HOG0065354,Aldrovandia_affinis---mrna.AAFF_T00340540
N5.HOG0065355,Aldrovandia_affinis---mrna.AAFF_T00140330
N5.HOG0065356,Synaphobranchus_kaupii---mrna.SKAU_T00160010
N5.HOG0065357,Aldrovandia_affinis---mrna.AAFF_T00141280
N5.HOG0065358,Synaphobranchus_kaupii---mrna.SKAU_T00162350
N5.HOG0065359,Aldrovandia_affinis---mrna.AAFF_T00438740
N5.HOG0065360,Aldrovandia_affinis---mrna.AAFF_T00232490
N5.HOG0065361,Synaphobranchus_kaupii---mrna.SKAU_T00033490
N5.HOG0065362,Aldrovandia_affinis---mrna.AAFF_T00418290
N5.HOG0065363,Aldrovandia_affinis---mrna.AAFF_T00306900
N5.HOG0065364,Aldrovandia_affinis---mrna.AAFF_T00407290
N5.HOG0065365,Aldrovandia_affinis---mrna.AAFF_T00435340
N5.HOG0065366,Aldrovandia_affinis---mrna.AAFF_T00435480
N5.HOG0065367,Aldrovandia_affinis---mrna.AAFF_T00373730
N5.HOG0065368,Synaphobranchus_kaupii---mrna.SKAU_T00397340
N5.HOG0065369,Aldrovandia_affinis---mrna.AAFF_T00166270
N5.HOG0065370,Scortum_barcoo---S.barcoo_10238
N5.HOG0065371,Aldrovandia_affinis---mrna.AAFF_T00049900
N5.HOG0065372,Aldrovandia_affinis---mrna.AAFF_T00383260
N5.HOG0065373,Aldrovandia_affinis---mrna.AAFF_T00095760
N5.HOG0065374,Aldrovandia_affinis---mrna.AAFF_T00255340
N5.HOG0065375,Gadus_chalcogrammus---rna-XM_056585080.1
N5.HOG0065376,Clupea_harengus---rna-XM_042707503.1
N5.HOG0065377,Synaphobranchus_kaupii---mrna.SKAU_T00122320
N5.HOG0065378,Aldrovandia_affinis---mrna.AAFF_T00290610
N5.HOG0065379,Synaphobranchus_kaupii---mrna.SKAU_T00055060
N5.HOG0065380,Aldrovandia_affinis---mrna.AAFF_T00092090
N5.HOG0065381,Synaphobranchus_kaupii---mrna.SKAU_T00054940
N5.HOG0065382,Synaphobranchus_kaupii---mrna.SKAU_T00054930
N5.HOG0065383,Synaphobranchus_kaupii---mrna.SKAU_T00054840
N5.HOG0065384,Gymnothorax_javanicus---GJAV_T00266480
N5.HOG0065385,Synaphobranchus_kaupii---mrna.SKAU_T00054500
N5.HOG0065386,Synaphobranchus_kaupii---mrna.SKAU_T00072640
N5.HOG0065387,Synaphobranchus_kaupii---mrna.SKAU_T00072320
N5.HOG0065388,Megalops_atlanticus---MATL_T00035390
N5.HOG0065389,Synaphobranchus_kaupii---mrna.SKAU_T00071990
N5.HOG0065390,Gymnothorax_javanicus---GJAV_T00029700
N5.HOG0065391,Aldrovandia_affinis---mrna.AAFF_T00065760
N5.HOG0065392,Sinocyclocheilus_rhinocerous---rna-XM_016547236.1
N5.HOG0065393,Aldrovandia_affinis---mrna.AAFF_T00042670
N5.HOG0065394,Seriola_lalandi_dorsalis---rna-XM_023406625.1
N5.HOG0065395,Aldrovandia_affinis---mrna.AAFF_T00227610
N5.HOG0065396,Aldrovandia_affinis---mrna.AAFF_T00008790
N5.HOG0065397,Synaphobranchus_kaupii---mrna.SKAU_T00257450
N5.HOG0065398,Aldrovandia_affinis---mrna.AAFF_T00009340
N5.HOG0065399,Aldrovandia_affinis---mrna.AAFF_T00410860
N5.HOG0065400,Aldrovandia_affinis---mrna.AAFF_T00286160
N5.HOG0065401,Aldrovandia_affinis---mrna.AAFF_T00410480
N5.HOG0065402,Synaphobranchus_kaupii---mrna.SKAU_T00139610
N5.HOG0065403,Aldrovandia_affinis---mrna.AAFF_T00114110
N5.HOG0065404,Collichthys_lucidus---mrna_D9C73_005217
N5.HOG0065405,Aldrovandia_affinis---mrna.AAFF_T00086500
N5.HOG0065406,Synaphobranchus_kaupii---mrna.SKAU_T00012960
N5.HOG0065407,Aldrovandia_affinis---mrna.AAFF_T00428390
N5.HOG0065408,Prochilodus_magdalenae---PM_10043
N5.HOG0065409,Synaphobranchus_kaupii---mrna.SKAU_T00141190
N5.HOG0065410,Aldrovandia_affinis---mrna.AAFF_T00382910
N5.HOG0065411,Synaphobranchus_kaupii---mrna.SKAU_T00316430
N5.HOG0065412,Synaphobranchus_kaupii---mrna.SKAU_T00082010
N5.HOG0065413,Tetraodon_nigroviridis---gene-GSTEN_00001456_G_001
N5.HOG0065414,Aldrovandia_affinis---mrna.AAFF_T00441120
N5.HOG0065415,Aldrovandia_affinis---mrna.AAFF_T00441140
N5.HOG0065416,Synaphobranchus_kaupii---mrna.SKAU_T00157500
N5.HOG0065417,Aldrovandia_affinis---mrna.AAFF_T00234040
N5.HOG0065418,Synaphobranchus_kaupii---mrna.SKAU_T00270340
N5.HOG0065419,Synaphobranchus_kaupii---mrna.SKAU_T00129990
N5.HOG0065420,Aldrovandia_affinis---mrna.AAFF_T00405940
N5.HOG0065421,Synaphobranchus_kaupii---mrna.SKAU_T00130480
N5.HOG0065422,Aldrovandia_affinis---mrna.AAFF_T00293930
N5.HOG0065423,Aldrovandia_affinis---mrna.AAFF_T00394320
N5.HOG0065424,Synaphobranchus_kaupii---mrna.SKAU_T00261670
N5.HOG0065425,Onychostoma_macrolepis---rna-XM_058755260.1
N5.HOG0065426,Synaphobranchus_kaupii---mrna.SKAU_T00343920
N5.HOG0065427,Lates_japonicus---gene-AKAME5_002349900
N5.HOG0065428,Aldrovandia_affinis---mrna.AAFF_T00071610
N5.HOG0065429,Aldrovandia_affinis---mrna.AAFF_T00376020
N5.HOG0065430,Aldrovandia_affinis---mrna.AAFF_T00378380
N5.HOG0065431,Aldrovandia_affinis---mrna.AAFF_T00038650
N5.HOG0065432,Aldrovandia_affinis---mrna.AAFF_T00337390
N5.HOG0065433,Synaphobranchus_kaupii---mrna.SKAU_T00173180
N5.HOG0065434,Aldrovandia_affinis---mrna.AAFF_T00104990
N5.HOG0065435,Aldrovandia_affinis---mrna.AAFF_T00105150
N5.HOG0065436,Synaphobranchus_kaupii---mrna.SKAU_T00352060
N5.HOG0065437,Synaphobranchus_kaupii---mrna.SKAU_T00351710
N5.HOG0065438,Aldrovandia_affinis---mrna.AAFF_T00167580
N5.HOG0065439,Aldrovandia_affinis---mrna.AAFF_T00312590
N5.HOG0065440,Aldrovandia_affinis---mrna.AAFF_T00305850
N5.HOG0065441,Aldrovandia_affinis---mrna.AAFF_T00432260
N5.HOG0065442,Aldrovandia_affinis---mrna.AAFF_T00357570
N5.HOG0065443,Aldrovandia_affinis---mrna.AAFF_T00400820
N5.HOG0065444,Aldrovandia_affinis---mrna.AAFF_T00401120
N5.HOG0065445,Aldrovandia_affinis---mrna.AAFF_T00358630
N5.HOG0065446,Aldrovandia_affinis---mrna.AAFF_T00283370
N5.HOG0065447,Aldrovandia_affinis---mrna.AAFF_T00283380
N5.HOG0065448,Synaphobranchus_kaupii---mrna.SKAU_T00317280
N5.HOG0065449,Aldrovandia_affinis---mrna.AAFF_T00284160
N5.HOG0065450,Aldrovandia_affinis---mrna.AAFF_T00284220
N5.HOG0065451,Synaphobranchus_kaupii---mrna.SKAU_T00065860
N5.HOG0065452,Aldrovandia_affinis---mrna.AAFF_T00284250
N5.HOG0065453,Aldrovandia_affinis---mrna.AAFF_T00284320
N5.HOG0065454,Synaphobranchus_kaupii---mrna.SKAU_T00313950
N5.HOG0065455,Aldrovandia_affinis---mrna.AAFF_T00285840
N5.HOG0065456,Aldrovandia_affinis---mrna.AAFF_T00286070
N5.HOG0065457,Synaphobranchus_kaupii---mrna.SKAU_T00314590
N5.HOG0065458,Aldrovandia_affinis---mrna.AAFF_T00153330
N5.HOG0065459,Synaphobranchus_kaupii---mrna.SKAU_T00334960
N5.HOG0065460,Aldrovandia_affinis---mrna.AAFF_T00154840
N5.HOG0065461,Synaphobranchus_kaupii---mrna.SKAU_T00334540
N5.HOG0065462,Synaphobranchus_kaupii---mrna.SKAU_T00334360
N5.HOG0065463,Aldrovandia_affinis---mrna.AAFF_T00217450
N5.HOG0065464,Aldrovandia_affinis---mrna.AAFF_T00070770
N5.HOG0065465,Chaenocephalus_aceratus---CAt00005814.1
N5.HOG0065466,Salmo_salar---rna-XM_045718615.1
N5.HOG0065467,Synaphobranchus_kaupii---mrna.SKAU_T00182830
N5.HOG0065468,Cirrhinus_molitorella---evm.model.Chr19.196
N5.HOG0065469,Aldrovandia_affinis---mrna.AAFF_T00204180
N5.HOG0065470,Synaphobranchus_kaupii---mrna.SKAU_T00338150
N5.HOG0065471,Aldrovandia_affinis---mrna.AAFF_T00204350
N5.HOG0065472,Aldrovandia_affinis---mrna.AAFF_T00058140
N5.HOG0065473,Aldrovandia_affinis---mrna.AAFF_T00058730
N5.HOG0065474,Coryphaenoides_rupestris---CRUPGENE053921-RA
N5.HOG0065475,Aldrovandia_affinis---mrna.AAFF_T00124680
N5.HOG0065476,Synaphobranchus_kaupii---mrna.SKAU_T00198130
N5.HOG0065477,Aldrovandia_affinis---mrna.AAFF_T00300410
N5.HOG0065478,Synaphobranchus_kaupii---mrna.SKAU_T00171110
N5.HOG0065479,Aldrovandia_affinis---mrna.AAFF_T00399550
N5.HOG0065480,Aldrovandia_affinis---mrna.AAFF_T00076820
N5.HOG0065481,Aldrovandia_affinis---mrna.AAFF_T00054670
N5.HOG0065482,Aldrovandia_affinis---mrna.AAFF_T00197600
N5.HOG0065483,Coryphaenoides_rupestris---CRUPGENE032816-RA
N5.HOG0065484,Aldrovandia_affinis---mrna.AAFF_T00370080
N5.HOG0065485,Synaphobranchus_kaupii---mrna.SKAU_T00243170
N5.HOG0065486,Aldrovandia_affinis---mrna.AAFF_T00019170
N5.HOG0065487,Aldrovandia_affinis---mrna.AAFF_T00340060
N5.HOG0065488,Synaphobranchus_kaupii---mrna.SKAU_T00298500
N5.HOG0065489,Synaphobranchus_kaupii---mrna.SKAU_T00169350
N5.HOG0065490,Synaphobranchus_kaupii---mrna.SKAU_T00053930
N5.HOG0065491,Synaphobranchus_kaupii---mrna.SKAU_T00078240
N5.HOG0065492,Clarias_magur---DAT39_023561-RA_mrna
N5.HOG0065493,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS1270735
N5.HOG0065494,Synaphobranchus_kaupii---mrna.SKAU_T00353360
N5.HOG0065495,Synaphobranchus_kaupii---mrna.SKAU_T00345640
N5.HOG0065496,Synaphobranchus_kaupii---mrna.SKAU_T00162860
N5.HOG0065497,Aldrovandia_affinis---mrna.AAFF_T00025360
N5.HOG0065498,Synaphobranchus_kaupii---mrna.SKAU_T00144790
N5.HOG0065499,Aldrovandia_affinis---mrna.AAFF_T00243430
N5.HOG0065500,Aldrovandia_affinis---mrna.AAFF_T00371740
N5.HOG0065501,Aldrovandia_affinis---mrna.AAFF_T00249040
N5.HOG0065502,Nerophis_lumbriciformis---rna-XM_061950063.1
N5.HOG0065503,Alosa_sapidissima---rna-XM_042095861.1
N5.HOG0065504,Alosa_alosa---rna-XM_048250805.1
N5.HOG0065505,Alosa_sapidissima---rna-XM_042096480.1
N5.HOG0065506,Alosa_sapidissima---rna-XM_042111635.1
N5.HOG0065507,Alosa_sapidissima---rna-XM_042093391.1
N5.HOG0065508,Alosa_sapidissima---rna-XM_042093363.1
N5.HOG0065509,Clupea_harengus---rna-XM_042710384.1
N5.HOG0065510,Alosa_sapidissima---rna-XM_042076988.1
N5.HOG0065511,Alosa_sapidissima---rna-XM_042076564.1
N5.HOG0065512,Alosa_alosa---rna-XM_048230249.1
N5.HOG0065513,Alosa_sapidissima---rna-XM_042077325.1
N5.HOG0065514,Alosa_alosa---rna-XM_048237242.1
N5.HOG0065515,Alosa_alosa---rna-XM_048243908.1
N5.HOG0065516,Clupea_harengus---rna-XM_042708309.1
N5.HOG0065517,Alosa_alosa---rna-XM_048252700.1
N5.HOG0065518,Alosa_sapidissima---rna-XM_042057573.1
N5.HOG0065519,Alosa_alosa---rna-XM_048239491.1
N5.HOG0065520,Sardina_pilchardus---rna-XM_062525416.1
N5.HOG0065521,Sardina_pilchardus---rna-XM_062533567.1
N5.HOG0065522,Coryphaenoides_rupestris---CRUPGENE043167-RA
N5.HOG0065523,Alosa_sapidissima---rna-XM_042075776.1
N5.HOG0065524,Salvelinus_sp_IW2-2015---rna-XM_024139404.1
N5.HOG0065525,Alosa_alosa---rna-XM_048262606.1
N5.HOG0065526,Alosa_alosa---rna-XM_048257287.1
N5.HOG0065527,Alosa_alosa---rna-XM_048248149.1
N5.HOG0065528,Alosa_sapidissima---rna-XM_042078938.1
N5.HOG0065529,Alosa_sapidissima---rna-XM_042079212.1
N5.HOG0065530,Alosa_sapidissima---rna-XM_042078798.1
N5.HOG0065531,Alosa_sapidissima---rna-XM_042098683.1
N5.HOG0065532,Alosa_sapidissima---rna-XM_042097778.1
N5.HOG0065533,Alosa_alosa---rna-XM_048242394.1
N5.HOG0065534,Alosa_sapidissima---rna-XM_042082026.1
N5.HOG0065535,Alosa_sapidissima---rna-XM_042083961.1
N5.HOG0065536,Alosa_alosa---rna-XM_048245287.1
N5.HOG0065537,Alosa_sapidissima---rna-XM_042087029.1
N5.HOG0065538,Alosa_sapidissima---rna-XM_042086843.1
N5.HOG0065539,Alosa_sapidissima---rna-XM_042086591.1
N5.HOG0065540,Alosa_sapidissima---rna-XM_042086601.1
N5.HOG0065541,Alosa_sapidissima---rna-XM_042073903.1
N5.HOG0065542,Alosa_alosa---rna-XM_048247647.1
N5.HOG0065543,Alosa_sapidissima---rna-XM_042105032.1
N5.HOG0065544,Alosa_alosa---rna-XM_048248550.1
N5.HOG0065545,Alosa_alosa---rna-XM_048248943.1
N5.HOG0065546,Alosa_alosa---rna-XM_048248717.1
N5.HOG0065547,Alosa_alosa---rna-XM_048248547.1
N5.HOG0065548,Alosa_sapidissima---rna-XM_042102580.1
N5.HOG0065549,Alosa_sapidissima---rna-XM_042065628.1
N5.HOG0065550,Alosa_sapidissima---rna-XM_042065994.1
N5.HOG0065551,Alosa_alosa---rna-XM_048258525.1
N5.HOG0065552,Alosa_alosa---rna-XM_048265197.1
N5.HOG0065553,Sardina_pilchardus---rna-XM_062545811.1
N5.HOG0065554,Alosa_alosa---rna-XM_048253996.1
N5.HOG0065555,Alosa_sapidissima---rna-XM_042089215.1
N5.HOG0065556,Alosa_sapidissima---rna-XM_042088735.1
N5.HOG0065557,Alosa_alosa---rna-XM_048265200.1
N5.HOG0065558,Alosa_sapidissima---rna-XM_042063144.1
N5.HOG0065559,Alosa_sapidissima---rna-XM_042064053.1
N5.HOG0065560,Alosa_sapidissima---rna-XM_042071801.1
N5.HOG0065561,Alosa_sapidissima---rna-XM_042073440.1
N5.HOG0065562,Alosa_sapidissima---rna-XM_042073384.1
N5.HOG0065563,Sardina_pilchardus---rna-XM_062548026.1
N5.HOG0065564,Alosa_sapidissima---rna-XM_042109694.1
N5.HOG0065565,Sardina_pilchardus---rna-XM_062548403.1
N5.HOG0065566,Alosa_sapidissima---rna-XM_042090213.1
N5.HOG0065567,Sardina_pilchardus---rna-XM_062534951.1
N5.HOG0065568,Sardina_pilchardus---rna-XM_062545096.1
N5.HOG0065569,Alosa_sapidissima---rna-XM_042094550.1
N5.HOG0065570,Alosa_sapidissima---rna-XM_042070797.1
N5.HOG0065571,Sardina_pilchardus---rna-XM_062543400.1
N5.HOG0065572,Alosa_sapidissima---rna-XM_042101510.1
N5.HOG0065573,Alosa_sapidissima---rna-XM_042098489.1
N5.HOG0065574,Alosa_sapidissima---rna-XM_042096993.1
N5.HOG0065575,Amphiprion_ocellaris---rna-XM_055011106.1
N5.HOG0065576,Alosa_sapidissima---rna-XM_042104621.1
N5.HOG0065577,Sardina_pilchardus---rna-XM_062526576.1
N5.HOG0065578,Sardina_pilchardus---rna-XM_062526270.1
N5.HOG0065579,Sardina_pilchardus---rna-XM_062539874.1
N5.HOG0065580,Alosa_sapidissima---rna-XM_042105431.1
N5.HOG0065581,Alosa_sapidissima---rna-XM_042105334.1
N5.HOG0065582,Alosa_sapidissima---rna-XM_042103516.1
N5.HOG0065583,Sardina_pilchardus---rna-XM_062521574.1
N5.HOG0065584,Sardina_pilchardus---rna-XM_062521955.1
N5.HOG0065585,Alosa_sapidissima---rna-XM_042083115.1
N5.HOG0065586,Clupea_harengus---rna-XM_042706358.1
N5.HOG0065587,Alosa_sapidissima---rna-XM_042080900.1
N5.HOG0065588,Alosa_sapidissima---rna-XM_042077527.1
N5.HOG0065589,Clupea_harengus---rna-XM_042706283.1
N5.HOG0065590,Alosa_sapidissima---rna-XM_042107574.1
N5.HOG0065591,Alosa_sapidissima---rna-XM_042105819.1
N5.HOG0065592,Alosa_sapidissima---rna-XM_042105870.1
N5.HOG0065593,Sardina_pilchardus---rna-XM_062556297.1
N5.HOG0065594,Alosa_sapidissima---rna-XM_042057642.1
N5.HOG0065595,Alosa_sapidissima---rna-XM_042089952.1
N5.HOG0065596,Engraulis_encrasicolus---rna-XM_063220274.1
N5.HOG0065597,Ictalurus_furcatus---rna-XM_053624301.1
N5.HOG0065598,Pangasianodon_gigas---PGIGA_T00005130
N5.HOG0065599,Ictalurus_punctatus---rna-XM_053685139.1
N5.HOG0065600,Ameiurus_melas---AMELA_T00078310
N5.HOG0065601,Ameiurus_melas---AMELA_T00078400
N5.HOG0065602,Pangasianodon_gigas---PGIGA_T00005620
N5.HOG0065603,Ameiurus_melas---AMELA_T00096020
N5.HOG0065604,Ameiurus_melas---AMELA_T00096280
N5.HOG0065605,Ameiurus_melas---AMELA_T00096590
N5.HOG0065606,Ameiurus_melas---AMELA_T00100300
N5.HOG0065607,Ameiurus_melas---AMELA_T00101250
N5.HOG0065608,Pangasianodon_gigas---PGIGA_T00054920
N5.HOG0065609,Pangasianodon_gigas---PGIGA_T00056540
N5.HOG0065610,Hemibagrus_guttatus---male_15246
N5.HOG0065611,Ameiurus_melas---AMELA_T00104850
N5.HOG0065612,Ameiurus_melas---AMELA_T00105650
N5.HOG0065613,Tachysurus_vachellii---rna-XM_060887694.1
N5.HOG0065614,Ameiurus_melas---AMELA_T00228850
N5.HOG0065615,Hemibagrus_guttatus---male_35056
N5.HOG0065616,Ameiurus_melas---AMELA_T00229380
N5.HOG0065617,Ameiurus_melas---AMELA_T00232170
N5.HOG0065618,Anabarilius_grahami---mrna.DPX16_14033
N5.HOG0065619,Ameiurus_melas---AMELA_T00233940
N5.HOG0065620,Ameiurus_melas---AMELA_T00235090
N5.HOG0065621,Prochilodus_magdalenae---PM_30503
N5.HOG0065622,Ameiurus_melas---AMELA_T00032330
N5.HOG0065623,Sinocyclocheilus_grahami---rna-XM_016264778.1
N5.HOG0065624,Pangasianodon_gigas---PGIGA_T00225070
N5.HOG0065625,Ameiurus_melas---AMELA_T00017670
N5.HOG0065626,Pangasius_djambal---PDJAM_T00194600
N5.HOG0065627,Ameiurus_melas---AMELA_T00020720
N5.HOG0065628,Pangasius_djambal---PDJAM_T00046710
N5.HOG0065629,Ameiurus_melas---AMELA_T00244930
N5.HOG0065630,Pangasianodon_gigas---PGIGA_T00115070
N5.HOG0065631,Ameiurus_melas---AMELA_T00174270
N5.HOG0065632,Ameiurus_melas---AMELA_T00175850
N5.HOG0065633,Ameiurus_melas---AMELA_T00176350
N5.HOG0065634,Pangasianodon_gigas---PGIGA_T00071800
N5.HOG0065635,Pangasius_djambal---PDJAM_T00071180
N5.HOG0065636,Ameiurus_melas---AMELA_T00195080
N5.HOG0065637,Ameiurus_melas---AMELA_T00042960
N5.HOG0065638,Pangasianodon_gigas---PGIGA_T00075460
N5.HOG0065639,Ameiurus_melas---AMELA_T00201060
N5.HOG0065640,Ameiurus_melas---AMELA_T00251910
N5.HOG0065641,Ameiurus_melas---AMELA_T00254550
N5.HOG0065642,Ameiurus_melas---AMELA_T00254600
N5.HOG0065643,Ameiurus_melas---AMELA_T00257080
N5.HOG0065644,Tachysurus_fulvidraco---rna-XM_047822663.1
N5.HOG0065645,Ameiurus_melas---AMELA_T00257850
N5.HOG0065646,Ameiurus_melas---AMELA_T00258420
N5.HOG0065647,Dunckerocampus_dactyliophorus---rna-XM_054755262.1
N5.HOG0065648,Ameiurus_melas---AMELA_T00272200
N5.HOG0065649,Ictalurus_furcatus---rna-XM_053619588.1
N5.HOG0065650,Ameiurus_melas---AMELA_T00274320
N5.HOG0065651,Ameiurus_melas---AMELA_T00275440
N5.HOG0065652,Ameiurus_melas---AMELA_T00298190
N5.HOG0065653,Ameiurus_melas---AMELA_T00060300
N5.HOG0065654,Oncorhynchus_keta---rna-XM_052498191.1
N5.HOG0065655,Ameiurus_melas---AMELA_T00048630
N5.HOG0065656,Ameiurus_melas---AMELA_T00066470
N5.HOG0065657,Ameiurus_melas---AMELA_T00269700
N5.HOG0065658,Pangasianodon_gigas---PGIGA_T00209440
N5.HOG0065659,Clarias_magur---DAT39_008990-RA_mrna
N5.HOG0065660,Pangasianodon_gigas---PGIGA_T00022550
N5.HOG0065661,Ameiurus_melas---AMELA_T00138490
N5.HOG0065662,Ameiurus_melas---AMELA_T00178540
N5.HOG0065663,Ameiurus_melas---AMELA_T00178380
N5.HOG0065664,Pangasianodon_gigas---PGIGA_T00092520
N5.HOG0065665,Ameiurus_melas---AMELA_T00181310
N5.HOG0065666,Clarias_magur---DAT39_001903-RA_mrna
N5.HOG0065667,Pangasius_djambal---PDJAM_T00088870
N5.HOG0065668,Ameiurus_melas---AMELA_T00184660
N5.HOG0065669,Ameiurus_melas---AMELA_T00285260
N5.HOG0065670,Ameiurus_melas---AMELA_T00285370
N5.HOG0065671,Ameiurus_melas---AMELA_T00285820
N5.HOG0065672,Ameiurus_melas---AMELA_T00187360
N5.HOG0065673,Ameiurus_melas---AMELA_T00244470
N5.HOG0065674,Ameiurus_melas---AMELA_T00247080
N5.HOG0065675,Pangasianodon_gigas---PGIGA_T00143220
N5.HOG0065676,Ameiurus_melas---AMELA_T00291860
N5.HOG0065677,Pangasianodon_gigas---PGIGA_T00117900
N5.HOG0065678,Ameiurus_melas---AMELA_T00004140
N5.HOG0065679,Pangasianodon_gigas---PGIGA_T00118290
N5.HOG0065680,Ameiurus_melas---AMELA_T00005650
N5.HOG0065681,Cirrhinus_molitorella---evm.model.Chr25.219
N5.HOG0065682,Dissostichus_mawsoni---DM00031963-RA
N5.HOG0065683,Ameiurus_melas---AMELA_T00239170
N5.HOG0065684,Ameiurus_melas---AMELA_T00241800
N5.HOG0065685,Ameiurus_melas---AMELA_T00242490
N5.HOG0065686,Ameiurus_melas---AMELA_T00242260
N5.HOG0065687,Ameiurus_melas---AMELA_T00243010
N5.HOG0065688,Ameiurus_melas---AMELA_T00243680
N5.HOG0065689,Ameiurus_melas---AMELA_T00277400
N5.HOG0065690,Ameiurus_melas---AMELA_T00278350
N5.HOG0065691,Oncorhynchus_gorbuscha---rna-XM_046331985.1
N5.HOG0065692,Ictalurus_furcatus---rna-XM_053632808.1
N5.HOG0065693,Ameiurus_melas---AMELA_T00129250
N5.HOG0065694,Megalobrama_amblycephala---rna-XM_048210466.1
N5.HOG0065695,Neoarius_graeffei---rna-XM_060933013.1
N5.HOG0065696,Zeus_faber---g4866.t1
N5.HOG0065697,Ameiurus_melas---AMELA_T00087630
N5.HOG0065698,Ameiurus_melas---AMELA_T00090230
N5.HOG0065699,Ameiurus_melas---AMELA_T00092250
N5.HOG0065700,Pangasianodon_gigas---PGIGA_T00218490
N5.HOG0065701,Bagarius_yarrelli---mrna.Baya_5401
N5.HOG0065702,Ameiurus_melas---AMELA_T00227520
N5.HOG0065703,Hemibagrus_guttatus---male_15305
N5.HOG0065704,Clarias_magur---DAT39_017041-RA_mrna
N5.HOG0065705,Hemibagrus_guttatus---male_13395
N5.HOG0065706,Ameiurus_melas---AMELA_T00049490
N5.HOG0065707,Ameiurus_melas---AMELA_T00051380
N5.HOG0065708,Ameiurus_melas---AMELA_T00294630
N5.HOG0065709,Ameiurus_melas---AMELA_T00145910
N5.HOG0065710,Ameiurus_melas---AMELA_T00146440
N5.HOG0065711,Ameiurus_melas---AMELA_T00149750
N5.HOG0065712,Ictalurus_punctatus---rna-XM_017489457.3
N5.HOG0065713,Ameiurus_melas---AMELA_T00150940
N5.HOG0065714,Ameiurus_melas---AMELA_T00151890
N5.HOG0065715,Ameiurus_melas---AMELA_T00153240
N5.HOG0065716,Pangasianodon_gigas---PGIGA_T00039510
N5.HOG0065717,Pangasianodon_gigas---PGIGA_T00038850
N5.HOG0065718,Ameiurus_melas---AMELA_T00265020
N5.HOG0065719,Ameiurus_melas---AMELA_T00155250
N5.HOG0065720,Ameiurus_melas---AMELA_T00156970
N5.HOG0065721,Tetraodon_nigroviridis---gene-GSTEN_00005380_G_001
N5.HOG0065722,Ameiurus_melas---AMELA_T00158440
N5.HOG0065723,Pangasianodon_gigas---PGIGA_T00255250
N5.HOG0065724,Pangasianodon_gigas---PGIGA_T00252940
N5.HOG0065725,Ameiurus_melas---AMELA_T00185800
