Gene stable ID	Human gene stable ID	Human gene name
ENSDARG00000104084		
ENSDARG00000098623	ENSG00000198331	HYLS1
ENSDARG00000095911		
ENSDARG00000036272		
ENSDARG00000096234	ENSG00000006128	TAC1
ENSDARG00000055750		
ENSDARG00000039652		
ENSDARG00000004823	ENSG00000154438	ASZ1
ENSDARG00000077038		
ENSDARG00000070495	ENSG00000165694	FRMD7
ENSDARG00000001676	ENSG00000046653	GPM6B
ENSDARG00000045803	ENSG00000140545	MFGE8
ENSDARG00000039041	ENSG00000120057	SFRP5
ENSDARG00000087832	ENSG00000069399	BCL3
ENSDARG00000003293	ENSG00000125398	SOX9
ENSDARG00000060298	ENSG00000100503	NIN
ENSDARG00000014927	ENSG00000163794	UCN
ENSDARG00000058480	ENSG00000127586	CHTF18
ENSDARG00000052997		
ENSDARG00000008637	ENSG00000138823	MTTP
ENSDARG00000040001	ENSG00000075539	FRYL
ENSDARG00000101726	ENSG00000172828	CES3
ENSDARG00000010756	ENSG00000167207	NOD2
ENSDARG00000092651	ENSG00000163535	SGO2
ENSDARG00000099793	ENSG00000114646	CSPG5
ENSDARG00000042840	ENSG00000066629	EML1
ENSDARG00000037914		
ENSDARG00000063051	ENSG00000163930	BAP1
ENSDARG00000063037	ENSG00000079435	LIPE
ENSDARG00000078992	ENSG00000060237	WNK1
ENSDARG00000058824	ENSG00000105364	MRPL4
ENSDARG00000011259	ENSG00000134160	TRPM1
ENSDARG00000059770	ENSG00000110090	CPT1A
ENSDARG00000073858	ENSG00000215193	PEX26
ENSDARG00000009549	ENSG00000127481	UBR4
ENSDARG00000023988	ENSG00000132912	DCTN4
ENSDARG00000003754	ENSG00000134198	TSPAN2
ENSDARG00000102412	ENSG00000198721	ECI2
ENSDARG00000079840	ENSG00000156113	KCNMA1
ENSDARG00000031845	ENSG00000143797	MBOAT2
ENSDARG00000077852	ENSG00000187634	SAMD11
ENSDARG00000096273		
ENSDARG00000062487		
ENSDARG00000111367	ENSG00000187690	EZHIP
ENSDARG00000035101	ENSG00000010610	CD4
ENSDARG00000035715		
ENSDARG00000070657		
ENSDARG00000094057		
ENSDARG00000061635	ENSG00000197535	MYO5A
ENSDARG00000056080		
ENSDARG00000115571	ENSG00000187690	EZHIP
ENSDARG00000029907	ENSG00000138100	TRIM54
ENSDARG00000099539	ENSG00000010610	CD4
ENSDARG00000105099	ENSG00000155265	GOLGA7B
ENSDARG00000057209	ENSG00000117598	PLPPR5
ENSDARG00000022631		
ENSDARG00000002167	ENSG00000067191	CACNB1
ENSDARG00000024740		
ENSDARG00000088842	ENSG00000182674	KCNB2
ENSDARG00000079020	ENSG00000005436	GCFC2
ENSDARG00000062002	ENSG00000101126	ADNP
ENSDARG00000104801	ENSG00000176014	TUBB6
ENSDARG00000110807	ENSG00000187690	EZHIP
ENSDARG00000011956	ENSG00000108813	DLX4
ENSDARG00000103760	ENSG00000143278	F13B
ENSDARG00000070542		
ENSDARG00000011418	ENSG00000147955	SIGMAR1
ENSDARG00000043467	ENSG00000147123	NDUFB11
ENSDARG00000024933	ENSG00000021574	SPAST
ENSDARG00000097465	ENSG00000171103	TRMT61B
ENSDARG00000042980		
ENSDARG00000035985	ENSG00000177150	FAM210A
ENSDARG00000076994	ENSG00000020181	ADGRA2
ENSDARG00000010957	ENSG00000108852	MPP2
ENSDARG00000056239	ENSG00000151715	TMEM45B
ENSDARG00000026845	ENSG00000067560	RHOA
ENSDARG00000059231	ENSG00000047457	CP
ENSDARG00000042859	ENSG00000138074	SLC5A6
ENSDARG00000052648	ENSG00000182601	HS3ST4
ENSDARG00000036190		
ENSDARG00000070541		
ENSDARG00000098245	ENSG00000176194	CIDEA
ENSDARG00000028581	ENSG00000050130	JKAMP
ENSDARG00000091512	ENSG00000170322	NFRKB
ENSDARG00000059616	ENSG00000122254	HS3ST2
ENSDARG00000059131	ENSG00000163806	SPDYA
ENSDARG00000000151		
ENSDARG00000042621	ENSG00000109846	CRYAB
ENSDARG00000029751	ENSG00000166272	WBP1L
ENSDARG00000087352	ENSG00000183914	DNAH2
ENSDARG00000042470		
ENSDARG00000100869	ENSG00000162104	ADCY9
ENSDARG00000058032		
ENSDARG00000075330		
ENSDARG00000045331	ENSG00000144283	PKP4
ENSDARG00000015722	ENSG00000167977	KCTD5
ENSDARG00000012125	ENSG00000198515	CNGA1
ENSDARG00000042990		
ENSDARG00000007382	ENSG00000165886	UBTD1
ENSDARG00000036499		
ENSDARG00000068483	ENSG00000166342	NETO1
ENSDARG00000055885	ENSG00000136891	TEX10
ENSDARG00000042982		
ENSDARG00000011989		
ENSDARG00000021324	ENSG00000117481	NSUN4
ENSDARG00000068128		
ENSDARG00000007808	ENSG00000171307	ZDHHC16
ENSDARG00000100363	ENSG00000137692	DCUN1D5
ENSDARG00000032010	ENSG00000163406	SLC15A2
ENSDARG00000011079	ENSG00000065183	WDR3
ENSDARG00000060130		
ENSDARG00000007867	ENSG00000183283	DAZAP2
ENSDARG00000078125	ENSG00000160753	RUSC1
ENSDARG00000062304	ENSG00000140992	PDPK1
ENSDARG00000039999	ENSG00000141485	SLC13A5
ENSDARG00000036549	ENSG00000160216	AGPAT3
ENSDARG00000074169	ENSG00000119927	GPAM
ENSDARG00000060841	ENSG00000011405	PIK3C2A
ENSDARG00000039914	ENSG00000105679	GAPDHS
ENSDARG00000060584		
ENSDARG00000003395		
ENSDARG00000042526	ENSG00000274529	SEBOX
ENSDARG00000071021	ENSG00000198682	PAPSS2
ENSDARG00000039455	ENSG00000099282	TSPAN15
ENSDARG00000055639	ENSG00000183207	RUVBL2
ENSDARG00000068637		
ENSDARG00000078508	ENSG00000135253	KCP
ENSDARG00000091029	ENSG00000109132	PHOX2B
ENSDARG00000045638	ENSG00000081800	SLC13A1
ENSDARG00000009783	ENSG00000138463	SLC49A4
ENSDARG00000015546	ENSG00000162551	ALPL
ENSDARG00000105557		
ENSDARG00000076434	ENSG00000128805	ARHGAP22
ENSDARG00000099996	ENSG00000126858	RHOT1
ENSDARG00000033706	ENSG00000128271	ADORA2A
ENSDARG00000002831	ENSG00000081052	COL4A4
ENSDARG00000069018	ENSG00000167910	CYP7A1
ENSDARG00000040881		
ENSDARG00000058672	ENSG00000189233	NUGGC
ENSDARG00000033771	ENSG00000169087	HSPBAP1
ENSDARG00000036501	ENSG00000155961	RAB39B
ENSDARG00000006719	ENSG00000100014	SPECC1L
ENSDARG00000076236	ENSG00000165383	LRRC18
ENSDARG00000079191	ENSG00000170545	SMAGP
ENSDARG00000079191	ENSG00000130202	NECTIN2
ENSDARG00000079191	ENSG00000073008	PVR
ENSDARG00000079191	ENSG00000204475	NCR3
ENSDARG00000079191	ENSG00000181847	TIGIT
ENSDARG00000035533	ENSG00000115353	TACR1
ENSDARG00000101062	ENSG00000079459	FDFT1
ENSDARG00000104549	ENSG00000006740	ARHGAP44
ENSDARG00000079671	ENSG00000117600	PLPPR4
ENSDARG00000105626	ENSG00000140955	ADAD2
ENSDARG00000068951		
ENSDARG00000014050	ENSG00000134259	NGF
ENSDARG00000031095	ENSG00000197415	VEPH1
ENSDARG00000073792	ENSG00000177239	MAN1B1
ENSDARG00000097877		
ENSDARG00000078803	ENSG00000185340	GAS2L1
ENSDARG00000101051	ENSG00000174080	CTSF
ENSDARG00000101051	ENSG00000172543	CTSW
ENSDARG00000101051	ENSG00000137251	TINAG
ENSDARG00000101051	ENSG00000135047	CTSL
ENSDARG00000101051	ENSG00000136943	CTSV
ENSDARG00000012796	ENSG00000150540	HNMT
ENSDARG00000061737	ENSG00000117298	ECE1
ENSDARG00000001686	ENSG00000198276	UCKL1
ENSDARG00000068275	ENSG00000163661	PTX3
ENSDARG00000060661	ENSG00000102349	KLF8
ENSDARG00000076920	ENSG00000198026	ZNF335
ENSDARG00000056566	ENSG00000123119	NECAB1
ENSDARG00000006615	ENSG00000275410	HNF1B
ENSDARG00000003091	ENSG00000197822	OCLN
ENSDARG00000093480	ENSG00000149090	PAMR1
ENSDARG00000045802	ENSG00000140511	HAPLN3
ENSDARG00000038709	ENSG00000179820	MYADM
ENSDARG00000100013	ENSG00000140829	DHX38
ENSDARG00000078649		
ENSDARG00000094160		
ENSDARG00000088762		
ENSDARG00000055561		
ENSDARG00000005327		
ENSDARG00000086790	ENSG00000061918	GUCY1B1
ENSDARG00000076262	ENSG00000184486	POU3F2
ENSDARG00000088078		
ENSDARG00000025302	ENSG00000150764	DIXDC1
ENSDARG00000062672		
ENSDARG00000035555	ENSG00000148288	GBGT1
ENSDARG00000097752		
ENSDARG00000076571	ENSG00000204335	SP5
ENSDARG00000042684	ENSG00000117601	SERPINC1
ENSDARG00000069961	ENSG00000100385	IL2RB
ENSDARG00000105119		
ENSDARG00000078217		
ENSDARG00000035910	ENSG00000162702	ZNF281
ENSDARG00000075846	ENSG00000120049	KCNIP2
ENSDARG00000041896	ENSG00000163793	DNAJC5G
ENSDARG00000014967	ENSG00000131482	G6PC1
ENSDARG00000003866	ENSG00000125304	TM9SF2
ENSDARG00000052712	ENSG00000163541	SUCLG1
ENSDARG00000029100	ENSG00000172586	CHCHD1
ENSDARG00000103067	ENSG00000180264	ADGRD2
ENSDARG00000076490	ENSG00000154945	ANKRD40
ENSDARG00000076490	ENSG00000167117	ANKRD40CL
ENSDARG00000030967	ENSG00000177675	CD163L1
ENSDARG00000030967	ENSG00000073754	CD5L
ENSDARG00000075012	ENSG00000101958	GLRA2
ENSDARG00000098952	ENSG00000136574	GATA4
ENSDARG00000055400	ENSG00000155849	ELMO1
ENSDARG00000070317		
ENSDARG00000061099	ENSG00000163531	NFASC
ENSDARG00000111518		
ENSDARG00000086847		
ENSDARG00000102517	ENSG00000095713	CRTAC1
ENSDARG00000035578	ENSG00000125430	HS3ST3B1
ENSDARG00000035578	ENSG00000153976	HS3ST3A1
ENSDARG00000038384		
ENSDARG00000095322	ENSG00000204315	FKBPL
ENSDARG00000100090		
ENSDARG00000030241	ENSG00000155959	VBP1
ENSDARG00000036473	ENSG00000104976	SNAPC2
ENSDARG00000003244		
ENSDARG00000069402	ENSG00000128594	LRRC4
ENSDARG00000015902	ENSG00000166888	STAT6
ENSDARG00000062137	ENSG00000118007	STAG1
ENSDARG00000099791	ENSG00000067992	PDK3
ENSDARG00000074561		
ENSDARG00000079327		
ENSDARG00000060349	ENSG00000112290	WASF1
ENSDARG00000044601	ENSG00000115310	RTN4
ENSDARG00000068255	ENSG00000187556	NANOS3
ENSDARG00000042864	ENSG00000146223	RPL7L1
ENSDARG00000099674	ENSG00000010610	CD4
ENSDARG00000114493		
ENSDARG00000097057		
ENSDARG00000033451	ENSG00000150756	ATPSCKMT
ENSDARG00000006766	ENSG00000197157	SND1
ENSDARG00000045856	ENSG00000111241	FGF6
ENSDARG00000030087		
ENSDARG00000016771	ENSG00000012223	LTF
ENSDARG00000034572	ENSG00000101850	GPR143
ENSDARG00000089026	ENSG00000135047	CTSL
ENSDARG00000089026	ENSG00000136943	CTSV
ENSDARG00000001913	ENSG00000099260	PALMD
ENSDARG00000005458	ENSG00000133275	CSNK1G2
ENSDARG00000092290	ENSG00000177602	HASPIN
ENSDARG00000026941	ENSG00000112234	FBXL4
ENSDARG00000021938		
ENSDARG00000099767	ENSG00000189132	FAM47B
ENSDARG00000099767	ENSG00000185448	FAM47A
ENSDARG00000099767	ENSG00000198173	FAM47C
ENSDARG00000069583		
ENSDARG00000014646	ENSG00000131471	AOC3
ENSDARG00000014646	ENSG00000131480	AOC2
ENSDARG00000070512	ENSG00000137161	CNPY3
ENSDARG00000043446	ENSG00000115468	EFHD1
ENSDARG00000097478		
ENSDARG00000079340	ENSG00000142494	SLC47A1
ENSDARG00000079340	ENSG00000180638	SLC47A2
ENSDARG00000040118		
ENSDARG00000104207	ENSG00000102230	PCYT1B
ENSDARG00000070553	ENSG00000101654	RNMT
ENSDARG00000092968		
ENSDARG00000055099	ENSG00000047662	FAM184B
ENSDARG00000052649	ENSG00000103275	UBE2I
ENSDARG00000102453	ENSG00000110436	SLC1A2
ENSDARG00000018757	ENSG00000283039	KLF18
ENSDARG00000018757	ENSG00000171872	KLF17
ENSDARG00000018757	ENSG00000266265	KLF14
ENSDARG00000070504	ENSG00000072315	TRPC5
ENSDARG00000086222	ENSG00000167011	NAT16
ENSDARG00000043792		
ENSDARG00000069030	ENSG00000188779	SKOR1
ENSDARG00000087084	ENSG00000162881	OXER1
ENSDARG00000043443	ENSG00000115474	KCNJ13
ENSDARG00000035832	ENSG00000131096	PYY
ENSDARG00000009285	ENSG00000174748	RPL15
ENSDARG00000044375	ENSG00000248483	POU5F2
ENSDARG00000076796	ENSG00000082458	DLG3
ENSDARG00000061235	ENSG00000120697	ALG5
ENSDARG00000091994		
ENSDARG00000053854	ENSG00000049247	UTS2
ENSDARG00000060438	ENSG00000101849	TBL1X
ENSDARG00000060438	ENSG00000092377	TBL1Y
ENSDARG00000006392	ENSG00000123737	EXOSC9
ENSDARG00000079502	ENSG00000154252	GAL3ST2
ENSDARG00000006892	ENSG00000071909	MYO3B
ENSDARG00000034785	ENSG00000126733	DACH2
ENSDARG00000033161	ENSG00000157005	SST
ENSDARG00000001754	ENSG00000188976	NOC2L
ENSDARG00000057058	ENSG00000107789	MINPP1
ENSDARG00000041226	ENSG00000168438	CDC40
ENSDARG00000026048	ENSG00000165699	TSC1
ENSDARG00000021806	ENSG00000152518	ZFP36L2
ENSDARG00000055255	ENSG00000091622	PITPNM3
ENSDARG00000062630		
ENSDARG00000076891	ENSG00000133111	RFXAP
ENSDARG00000015807	ENSG00000124209	RAB22A
ENSDARG00000019000	ENSG00000108055	SMC3
ENSDARG00000051836		
ENSDARG00000025608	ENSG00000138794	CASP6
ENSDARG00000069044	ENSG00000026652	AGPAT4
ENSDARG00000074656	ENSG00000163131	CTSS
ENSDARG00000075817	ENSG00000053328	METTL24
ENSDARG00000012275	ENSG00000167216	KATNAL2
ENSDARG00000017591	ENSG00000083857	FAT1
ENSDARG00000105261	ENSG00000109320	NFKB1
ENSDARG00000088073	ENSG00000169122	FAM110B
ENSDARG00000069956	ENSG00000120913	PDLIM2
ENSDARG00000068130	ENSG00000165698	SPACA9
ENSDARG00000044718	ENSG00000160293	VAV2
ENSDARG00000016318	ENSG00000155868	MED7
ENSDARG00000040224		
ENSDARG00000031875	ENSG00000104321	TRPA1
ENSDARG00000079274		
ENSDARG00000037432	ENSG00000213397	HAUS7
ENSDARG00000030961		
ENSDARG00000104835		
ENSDARG00000089225	ENSG00000116747	RO60
ENSDARG00000075048		
ENSDARG00000115029		
ENSDARG00000020301	ENSG00000135506	OS9
ENSDARG00000017565	ENSG00000113263	ITK
ENSDARG00000092610	ENSG00000185896	LAMP1
ENSDARG00000018257	ENSG00000084676	NCOA1
ENSDARG00000079264	ENSG00000007516	BAIAP3
ENSDARG00000041257		
ENSDARG00000061017		
ENSDARG00000035339		
ENSDARG00000070266	ENSG00000196104	SPOCK3
ENSDARG00000056557	ENSG00000129083	COPB1
ENSDARG00000087599	ENSG00000218336	TENM3
ENSDARG00000092039		
ENSDARG00000074509	ENSG00000075073	TACR2
ENSDARG00000010481	ENSG00000082153	BZW1
ENSDARG00000020053	ENSG00000140807	NKD1
ENSDARG00000021143	ENSG00000139970	RTN1
ENSDARG00000063031	ENSG00000164080	RAD54L2
ENSDARG00000040799	ENSG00000157005	SST
ENSDARG00000042525	ENSG00000221818	EBF2
ENSDARG00000007654	ENSG00000073969	NSF
ENSDARG00000013460	ENSG00000127578	WFIKKN1
ENSDARG00000026198	ENSG00000145293	ENOPH1
ENSDARG00000075016	ENSG00000084674	APOB
ENSDARG00000005364	ENSG00000116032	GRIN3B
ENSDARG00000016447	ENSG00000149658	YTHDF1
ENSDARG00000054060	ENSG00000124429	POF1B
ENSDARG00000007912		
ENSDARG00000099749	ENSG00000109332	UBE2D3
ENSDARG00000060596	ENSG00000132356	PRKAA1
ENSDARG00000044114	ENSG00000114395	CYB561D2
ENSDARG00000097187		
ENSDARG00000042961	ENSG00000101198	NKAIN4
ENSDARG00000045799	ENSG00000157766	ACAN
ENSDARG00000071413	ENSG00000105556	MIER2
ENSDARG00000079059		
ENSDARG00000013477	ENSG00000102145	GATA1
ENSDARG00000074588	ENSG00000171806	METTL18
ENSDARG00000004427	ENSG00000162961	DPY30
ENSDARG00000073872	ENSG00000169902	TPST1
ENSDARG00000057053	ENSG00000198964	SGMS1
ENSDARG00000005423	ENSG00000226784	PGAM4
ENSDARG00000005423	ENSG00000171314	PGAM1
ENSDARG00000030064	ENSG00000107679	PLEKHA1
ENSDARG00000091969	ENSG00000148288	GBGT1
ENSDARG00000078981	ENSG00000146267	FAXC
ENSDARG00000069790	ENSG00000264364	DYNLL2
ENSDARG00000035577	ENSG00000101290	CDS2
ENSDARG00000014849	ENSG00000150773	PIH1D2
ENSDARG00000044655	ENSG00000185873	TMPRSS11B
ENSDARG00000044655	ENSG00000187054	TMPRSS11A
ENSDARG00000044655	ENSG00000153802	TMPRSS11D
ENSDARG00000044655	ENSG00000198092	TMPRSS11F
ENSDARG00000044655	ENSG00000087128	TMPRSS11E
ENSDARG00000044655	ENSG00000005001	PRSS22
ENSDARG00000057049	ENSG00000186795	KCNK18
ENSDARG00000041107	ENSG00000001626	CFTR
ENSDARG00000003931	ENSG00000133313	CNDP2
ENSDARG00000021380	ENSG00000170836	PPM1D
ENSDARG00000089936	ENSG00000141741	MIEN1
ENSDARG00000089892	ENSG00000026508	CD44
ENSDARG00000068726	ENSG00000127241	MASP1
ENSDARG00000035954	ENSG00000111802	TDP2
ENSDARG00000061773		
ENSDARG00000020887		
ENSDARG00000088870		
ENSDARG00000078825		
ENSDARG00000054867	ENSG00000198130	HIBCH
ENSDARG00000057691	ENSG00000136450	SRSF1
ENSDARG00000035957	ENSG00000112312	GMNN
ENSDARG00000032619	ENSG00000141232	TOB1
ENSDARG00000060394	ENSG00000146410	MTFR2
ENSDARG00000062429		
ENSDARG00000079011		
ENSDARG00000019706	ENSG00000182223	ZAR1
ENSDARG00000042552	ENSG00000081248	CACNA1S
ENSDARG00000069446	ENSG00000123454	DBH
ENSDARG00000036721	ENSG00000130204	TOMM40
ENSDARG00000034227	ENSG00000198920	KIAA0753
ENSDARG00000090872	ENSG00000164746	C7orf57
ENSDARG00000041952	ENSG00000119608	PROX2
ENSDARG00000092728		
ENSDARG00000105615		
ENSDARG00000099021	ENSG00000143379	SETDB1
ENSDARG00000068923	ENSG00000177398	UMODL1
ENSDARG00000026098		
ENSDARG00000045175	ENSG00000186866	POFUT2
ENSDARG00000093405	ENSG00000138794	CASP6
ENSDARG00000018643	ENSG00000167244	IGF2
ENSDARG00000074428	ENSG00000054392	HHAT
ENSDARG00000104609	ENSG00000005339	CREBBP
ENSDARG00000012247	ENSG00000023892	DEF6
ENSDARG00000061352	ENSG00000119866	BCL11A
ENSDARG00000061728	ENSG00000112304	ACOT13
ENSDARG00000061257	ENSG00000108666	C17orf75
ENSDARG00000040736		
ENSDARG00000061723	ENSG00000180694	TMEM64
ENSDARG00000059610		
ENSDARG00000062221		
ENSDARG00000055753	ENSG00000101945	SUV39H1
ENSDARG00000030269	ENSG00000139835	GRTP1
ENSDARG00000014966	ENSG00000149231	CCDC82
ENSDARG00000093406	ENSG00000112308	C6orf62
ENSDARG00000057321	ENSG00000149016	TUT1
ENSDARG00000058102	ENSG00000123453	SARDH
ENSDARG00000044142	ENSG00000154930	ACSS1
ENSDARG00000074661	ENSG00000164850	GPER1
ENSDARG00000020143	ENSG00000171759	PAH
ENSDARG00000044182	ENSG00000124214	STAU1
ENSDARG00000068274		
ENSDARG00000052855	ENSG00000256043	CTSO
ENSDARG00000091135		
ENSDARG00000020504		
ENSDARG00000015427	ENSG00000116478	HDAC1
ENSDARG00000061468	ENSG00000121152	NCAPH
ENSDARG00000071429	ENSG00000151790	TDO2
ENSDARG00000055757	ENSG00000116857	TMEM9
ENSDARG00000025089	ENSG00000138131	LOXL4
ENSDARG00000019564		
ENSDARG00000061758	ENSG00000107957	SH3PXD2A
ENSDARG00000032296	ENSG00000132963	POMP
ENSDARG00000103176	ENSG00000136931	NR5A1
ENSDARG00000037838	ENSG00000059145	UNKL
ENSDARG00000009266	ENSG00000151116	UEVLD
ENSDARG00000076183	ENSG00000156869	FRRS1
ENSDARG00000099560	ENSG00000205707	ETFRF1
ENSDARG00000009131	ENSG00000145248	SLC10A4
ENSDARG00000010181	ENSG00000151693	ASAP2
ENSDARG00000028896	ENSG00000141934	PLPP2
ENSDARG00000073909	ENSG00000168781	PPIP5K1
ENSDARG00000075557	ENSG00000198768	APCDD1L
ENSDARG00000087120	ENSG00000256870	SLC5A8
ENSDARG00000029388		
ENSDARG00000070435	ENSG00000124164	VAPB
ENSDARG00000052405	ENSG00000137843	PAK6
ENSDARG00000060768		
ENSDARG00000053685	ENSG00000140307	GTF2A2
ENSDARG00000002754	ENSG00000126249	PDCD2L
ENSDARG00000086254		
ENSDARG00000087717	ENSG00000166682	TMPRSS5
ENSDARG00000016514	ENSG00000145736	GTF2H2
ENSDARG00000016514	ENSG00000183474	GTF2H2C
ENSDARG00000016122	ENSG00000184924	PTRHD1
ENSDARG00000020465	ENSG00000182944	EWSR1
ENSDARG00000105820		
ENSDARG00000017562	ENSG00000172530	BANP
ENSDARG00000011496		
ENSDARG00000094515		
ENSDARG00000117113		
ENSDARG00000076402	ENSG00000167011	NAT16
ENSDARG00000009953	ENSG00000180182	MED14
ENSDARG00000045854	ENSG00000118972	FGF23
ENSDARG00000005115	ENSG00000128595	CALU
ENSDARG00000032114	ENSG00000109171	SLAIN2
ENSDARG00000090637		
ENSDARG00000105762		
ENSDARG00000037836	ENSG00000099769	IGFALS
ENSDARG00000034714	ENSG00000139641	ESYT1
ENSDARG00000079880		
ENSDARG00000077352	ENSG00000135454	B4GALNT1
ENSDARG00000027572	ENSG00000214435	AS3MT
ENSDARG00000096656		
ENSDARG00000074066		
ENSDARG00000042873	ENSG00000153291	SLC25A27
ENSDARG00000011088		
ENSDARG00000016903	ENSG00000196363	WDR5
ENSDARG00000016903	ENSG00000196981	WDR5B
ENSDARG00000061345		
ENSDARG00000073742		
ENSDARG00000088680		
ENSDARG00000069230		
ENSDARG00000068438	ENSG00000138867	GUCD1
ENSDARG00000057352	ENSG00000197119	SLC25A29
ENSDARG00000092764		
ENSDARG00000041895	ENSG00000084774	CAD
ENSDARG00000013800	ENSG00000100028	SNRPD3
ENSDARG00000104285	ENSG00000120029	ARMH3
ENSDARG00000042876	ENSG00000146386	ABRACL
ENSDARG00000009594	ENSG00000174738	NR1D2
ENSDARG00000042440	ENSG00000089041	P2RX7
ENSDARG00000059923	ENSG00000140107	SLC25A47
ENSDARG00000091557	ENSG00000123342	MMP19
ENSDARG00000098158	ENSG00000088882	CPXM1
ENSDARG00000036252	ENSG00000133818	RRAS2
ENSDARG00000079295	ENSG00000148408	CACNA1B
ENSDARG00000014230	ENSG00000119689	DLST
ENSDARG00000061908	ENSG00000161091	MFSD12
ENSDARG00000094660		
ENSDARG00000070368	ENSG00000138794	CASP6
ENSDARG00000040735		
ENSDARG00000105719		
ENSDARG00000045851	ENSG00000130035	GALNT8
ENSDARG00000097530	ENSG00000275591	XKR5
ENSDARG00000052642	ENSG00000234965	SHISA8
ENSDARG00000105835		
ENSDARG00000011521	ENSG00000100024	UPB1
ENSDARG00000006527		
ENSDARG00000061405	ENSG00000115363	EVA1A
ENSDARG00000010160	ENSG00000134419	RPS15A
ENSDARG00000095767		
ENSDARG00000015110	ENSG00000165646	SLC18A2
ENSDARG00000091631		
ENSDARG00000032951	ENSG00000185189	NRBP2
ENSDARG00000042452	ENSG00000135124	P2RX4
ENSDARG00000057949	ENSG00000134802	SLC43A3
ENSDARG00000089582		
ENSDARG00000054433	ENSG00000181704	YIPF6
ENSDARG00000046098	ENSG00000147155	EBP
ENSDARG00000045853	ENSG00000111247	RAD51AP1
ENSDARG00000092873		
ENSDARG00000077264	ENSG00000163811	WDR43
ENSDARG00000036505	ENSG00000132872	SYT4
ENSDARG00000104205	ENSG00000143278	F13B
ENSDARG00000104914		
ENSDARG00000026680		
ENSDARG00000052842	ENSG00000108179	PPIF
ENSDARG00000032458	ENSG00000072518	MARK2
ENSDARG00000054879	ENSG00000138083	SIX3
ENSDARG00000042857		
ENSDARG00000004636	ENSG00000105321	CCDC9
ENSDARG00000039929		
ENSDARG00000077428	ENSG00000171735	CAMTA1
ENSDARG00000075188	ENSG00000142303	ADAMTS10
ENSDARG00000093318		
ENSDARG00000089765		
ENSDARG00000097398		
ENSDARG00000054055	ENSG00000188729	OSTN
ENSDARG00000101520		
ENSDARG00000092954	ENSG00000130312	MRPL34
ENSDARG00000002600	ENSG00000175426	PCSK1
ENSDARG00000074663		
ENSDARG00000011851	ENSG00000137764	MAP2K5
ENSDARG00000074531	ENSG00000008294	SPAG9
ENSDARG00000026577	ENSG00000123374	CDK2
ENSDARG00000056277		
ENSDARG00000096887		
ENSDARG00000031200	ENSG00000078304	PPP2R5C
ENSDARG00000031348	ENSG00000176136	MC5R
ENSDARG00000035338	ENSG00000179636	TPPP2
ENSDARG00000102463	ENSG00000163626	COX18
ENSDARG00000097743		
ENSDARG00000044380	ENSG00000134597	RBMX2
ENSDARG00000005026	ENSG00000179981	TSHZ1
ENSDARG00000102029		
ENSDARG00000043285	ENSG00000173276	ZBTB21
ENSDARG00000079553		
ENSDARG00000054878		
ENSDARG00000061844	ENSG00000198844	ARHGEF15
ENSDARG00000069397	ENSG00000214655	ZSWIM8
ENSDARG00000009771	ENSG00000214517	PPME1
ENSDARG00000045592	ENSG00000130598	TNNI2
ENSDARG00000057661	ENSG00000109107	ALDOC
ENSDARG00000087198	ENSG00000164932	CTHRC1
ENSDARG00000061048	ENSG00000010017	RANBP9
ENSDARG00000021547	ENSG00000028116	VRK2
ENSDARG00000026183	ENSG00000099817	POLR2E
ENSDARG00000069855	ENSG00000132424	PNISR
ENSDARG00000037495	ENSG00000186907	RTN4RL2
ENSDARG00000068719	ENSG00000205835	GMNC
ENSDARG00000038228	ENSG00000141741	MIEN1
ENSDARG00000104210	ENSG00000115380	EFEMP1
ENSDARG00000005841	ENSG00000130598	TNNI2
ENSDARG00000010144	ENSG00000129951	PLPPR3
ENSDARG00000016421		
ENSDARG00000030750	ENSG00000183185	GABRR3
ENSDARG00000042689	ENSG00000185278	ZBTB37
ENSDARG00000007885	ENSG00000115392	FANCL
ENSDARG00000068431		
ENSDARG00000014465		
ENSDARG00000061471	ENSG00000082684	SEMA5B
ENSDARG00000076867	ENSG00000186260	MRTFB
ENSDARG00000019651		
ENSDARG00000076443		
ENSDARG00000043287	ENSG00000123395	ATG101
ENSDARG00000002720	ENSG00000164338	UTP15
ENSDARG00000076265	ENSG00000074855	ANO8
ENSDARG00000006427	ENSG00000145384	FABP2
ENSDARG00000068478	ENSG00000224586	GPX5
ENSDARG00000020363	ENSG00000161981	SNRNP25
ENSDARG00000003307	ENSG00000124222	STX16
ENSDARG00000069857	ENSG00000132423	COQ3
ENSDARG00000042877	ENSG00000112406	HECA
ENSDARG00000039452	ENSG00000156515	HK1
ENSDARG00000068919	ENSG00000108384	RAD51C
ENSDARG00000055124	ENSG00000163660	CCNL1
ENSDARG00000038386	ENSG00000176009	ASCL3
ENSDARG00000038386	ENSG00000183734	ASCL2
ENSDARG00000038386	ENSG00000139352	ASCL1
ENSDARG00000013752	ENSG00000130598	TNNI2
ENSDARG00000057062	ENSG00000261308	FIGNL2
ENSDARG00000037835	ENSG00000161980	POLR3K
ENSDARG00000071694	ENSG00000080986	NDC80
ENSDARG00000002479	ENSG00000186871	ERCC6L
ENSDARG00000099789		
ENSDARG00000044381	ENSG00000181788	SIAH2
ENSDARG00000095822		
ENSDARG00000002197	ENSG00000100504	PYGL
