Gene stable ID	Gene name	Transcript stable ID	RefSeq mRNA predicted ID	Protein stable ID
ENSDARG00000039914	gapdhs	ENSDART00000058384	NM_213094	ENSDARP00000058383
ENSDARG00000055885	tex10	ENSDART00000078283	NM_212705	ENSDARP00000072745
ENSDARG00000060584	kank1b	ENSDART00000085512	NM_001110225	ENSDARP00000079947
ENSDARG00000032010	slc15a2	ENSDART00000100622	NM_001039828	ENSDARP00000091395
ENSDARG00000071021	papss2a	ENSDART00000124661	NM_001077767	ENSDARP00000105775
ENSDARG00000091029	phox2bb	ENSDART00000163766	NM_001014818	ENSDARP00000130156
ENSDARG00000002167	cacnb1	ENSDART00000111707	NM_001002652	ENSDARP00000098922
ENSDARG00000062304	pdpk1a	ENSDART00000102245	NM_001077344	ENSDARP00000093021
ENSDARG00000039455	tspan15	ENSDART00000057641	NM_001017773	ENSDARP00000057640
ENSDARG00000009783	slc49a4	ENSDART00000016370	NM_001004597	ENSDARP00000019390
ENSDARG00000033706	adora2aa	ENSDART00000138750	NM_001039815	ENSDARP00000121566
ENSDARG00000055639	ruvbl2	ENSDART00000078018	NM_174860	ENSDARP00000072482
ENSDARG00000045638	slc13a1	ENSDART00000047007	NM_199281	ENSDARP00000047006
ENSDARG00000036501	rab39bb	ENSDART00000101406	NM_001080023	ENSDARP00000092180
ENSDARG00000069018	cyp7a1	ENSDART00000145188	NM_201173	ENSDARP00000113850
ENSDARG00000011079	wdr3	ENSDART00000003648	NM_198873	ENSDARP00000023281
ENSDARG00000033771	hspbap1	ENSDART00000039913	NM_001003777	ENSDARP00000039912
ENSDARG00000040881	hnrnph1	ENSDART00000059918	NM_205684	ENSDARP00000059917
ENSDARG00000079191	zgc:172122	ENSDART00000113808	NM_001111204	ENSDARP00000101011
ENSDARG00000006719	specc1la	ENSDART00000014046	NM_001039816	ENSDARP00000010292
ENSDARG00000035533	tacr1a	ENSDART00000051516	NM_001270478	ENSDARP00000051515
ENSDARG00000101062	fdft1	ENSDART00000166508	NM_001202525	ENSDARP00000141194
ENSDARG00000015546	alpl	ENSDART00000146461	NM_201007	ENSDARP00000117214
ENSDARG00000058672	nuggc.3	ENSDART00000081584	NM_001100097	ENSDARP00000076025
ENSDARG00000031095	veph1	ENSDART00000048985	NM_212831	ENSDARP00000048984
ENSDARG00000036549	agpat3	ENSDART00000115081	NM_213425	ENSDARP00000100307
ENSDARG00000100363	dcun1d5	ENSDART00000161197	NM_213331	ENSDARP00000138799
ENSDARG00000099996	rhot1a	ENSDART00000163500	NM_212704	ENSDARP00000141563
ENSDARG00000101051	ctsbb	ENSDART00000166115	NM_001110478	ENSDARP00000140815
ENSDARG00000014050	ngfb	ENSDART00000143252	NM_199210	ENSDARP00000122624
ENSDARG00000014050	ngfb	ENSDART00000065033	NM_001351718	ENSDARP00000065032
ENSDARG00000045802	hapln3	ENSDART00000067323	NM_213101	ENSDARP00000067322
ENSDARG00000012796	hnmt	ENSDART00000004745	NM_001003636	ENSDARP00000004085
ENSDARG00000060661	klf8	ENSDART00000085728	NM_001080003	ENSDARP00000080163
ENSDARG00000078649	il21r.2	ENSDART00000086417	NM_001113509	ENSDARP00000080852
ENSDARG00000001686	uckl1a	ENSDART00000030885	NM_001128259	ENSDARP00000038740
ENSDARG00000094160	dleu7	ENSDART00000142406	NM_001278811	ENSDARP00000114291
ENSDARG00000076262	pou3f2b	ENSDART00000093250	NM_131160	ENSDARP00000087682
ENSDARG00000056566	necab1	ENSDART00000158438	NM_001017848	ENSDARP00000141328
ENSDARG00000006615	hnf1ba	ENSDART00000144138	NM_131880	ENSDARP00000119593
ENSDARG00000003091	oclnb	ENSDART00000098514	NM_001008618	ENSDARP00000089285
ENSDARG00000035555	gbgt1l3	ENSDART00000051541	NM_001004620	ENSDARP00000051540
ENSDARG00000076571	sp5a	ENSDART00000102900	NM_180973	ENSDARP00000093674
ENSDARG00000055561	c1galt1lb	ENSDART00000077938	NM_200051	ENSDARP00000072404
ENSDARG00000061737	ece1	ENSDART00000168338	NM_001077792	ENSDARP00000139604
ENSDARG00000025302	dixdc1a	ENSDART00000078723	NM_182884	ENSDARP00000073184
ENSDARG00000078217	cblc	ENSDART00000110619	NM_001128252	ENSDARP00000099237
ENSDARG00000035910	znf281b	ENSDART00000141898	NM_001012487	ENSDARP00000120960
ENSDARG00000029100	chchd1	ENSDART00000100941	NM_001082814	ENSDARP00000091714
ENSDARG00000069961	il21r.1	ENSDART00000154796	NM_001113510	ENSDARP00000127801
ENSDARG00000086790	gucy1b1	ENSDART00000129471	NM_001251945	ENSDARP00000105472
ENSDARG00000052712	suclg1	ENSDART00000074609	NM_001002577	ENSDARP00000069096
ENSDARG00000070317	irge4	ENSDART00000086301	NM_001083032	ENSDARP00000080736
ENSDARG00000041896	dnajc5ga	ENSDART00000136771	NM_199623	ENSDARP00000116467
ENSDARG00000098952	gata4	ENSDART00000164460	NM_131236	ENSDARP00000135304
ENSDARG00000042684	serpinc1	ENSDART00000062618	NM_182863	ENSDARP00000062617
ENSDARG00000075012	glra2	ENSDART00000105620	NM_001167899	ENSDARP00000096397
ENSDARG00000100013	dhx38	ENSDART00000167562	NM_200876	ENSDARP00000131918
ENSDARG00000035578	hs3st1l2	ENSDART00000051586	NM_001039926	ENSDARP00000051585
ENSDARG00000003866	tm9sf2	ENSDART00000019743	NM_212728	ENSDARP00000016201
ENSDARG00000030241	vbp1	ENSDART00000123203	NM_001020624	ENSDARP00000111810
ENSDARG00000038384	th2	ENSDART00000056002	NM_001001829	ENSDARP00000056001
ENSDARG00000068255	nanos3	ENSDART00000098615	NM_131878	ENSDARP00000089386
ENSDARG00000042864	rpl7l1	ENSDART00000062908	NM_199590	ENSDARP00000062907
ENSDARG00000099791	pdk3b	ENSDART00000161584	NM_001080688	ENSDARP00000137073
ENSDARG00000099674	dicp3.1	ENSDART00000162282	NM_001258227	ENSDARP00000135180
ENSDARG00000033451	atpsckmt	ENSDART00000041378	NM_001007391	ENSDARP00000041377
ENSDARG00000033451	atpsckmt	ENSDART00000125933	NM_001291706	ENSDARP00000111927
ENSDARG00000045856	fgf6b	ENSDART00000067390	NM_001009563	ENSDARP00000067389
ENSDARG00000015902	stat6	ENSDART00000023218	NM_001130590	ENSDARP00000026606
ENSDARG00000030087	nfkbib	ENSDART00000045036	NM_001128795	ENSDARP00000045035
ENSDARG00000061099	nfasca	ENSDART00000127846	NM_001145767	ENSDARP00000109567
ENSDARG00000043446	efhd1	ENSDART00000063779	NM_001305594	ENSDARP00000063778
ENSDARG00000026941	fbxl4	ENSDART00000137936	NM_001007315	ENSDARP00000122173
ENSDARG00000014646	aoc2	ENSDART00000140117	NM_001013555	ENSDARP00000121793
ENSDARG00000097057	fxyd6l	ENSDART00000154319	NM_001201418	ENSDARP00000128463
ENSDARG00000097057	fxyd6l	ENSDART00000154319	NM_001201419	ENSDARP00000128463
ENSDARG00000079340	slc47a4	ENSDART00000087632	NM_001302254	ENSDARP00000082066
ENSDARG00000070512	cnpy3	ENSDART00000040116	NM_001039805	ENSDARP00000040115
ENSDARG00000005458	csnk1g2a	ENSDART00000170669	NM_001024379	ENSDARP00000131332
ENSDARG00000021938	smad9	ENSDART00000186108	NM_001328499	ENSDARP00000148074
ENSDARG00000069583	cndp1	ENSDART00000156368	NM_001310033	ENSDARP00000129631
ENSDARG00000097057	fxyd6l	ENSDART00000155983	NM_001201420	ENSDARP00000127704
ENSDARG00000097057	fxyd6l	ENSDART00000155983	NM_001201417	ENSDARP00000127704
ENSDARG00000018757	klf5l	ENSDART00000151226	NM_001039927	ENSDARP00000125727
ENSDARG00000104207	pcyt1bb	ENSDART00000172706	NM_001037374	ENSDARP00000136437
ENSDARG00000055099	fam184b	ENSDART00000145942	NM_001201530	ENSDARP00000113883
ENSDARG00000040118	zgc:113232	ENSDART00000148101	NM_001127513	ENSDARP00000116602
ENSDARG00000043443	kcnj13	ENSDART00000063777	NM_001045549	ENSDARP00000063776
ENSDARG00000070553	rnmt	ENSDART00000088917	NM_001045000	ENSDARP00000083350
ENSDARG00000035832	pyyb	ENSDART00000152680	NM_001327895	ENSDARP00000126906
ENSDARG00000040118	zgc:113232	ENSDART00000087346	NM_001014359	ENSDARP00000081780
ENSDARG00000044375	pou4f4	ENSDART00000065159	NM_001080058	ENSDARP00000065158
ENSDARG00000070504	trpc5a	ENSDART00000140495	NM_001044827	ENSDARP00000113269
ENSDARG00000102453	slc1a2b	ENSDART00000165400	NM_199979	ENSDARP00000133248
ENSDARG00000069030	skor1a	ENSDART00000100104	NM_001130652	ENSDARP00000090876
ENSDARG00000016771	tfa	ENSDART00000108611	NM_001291499	ENSDARP00000100241
ENSDARG00000009285	rpl15	ENSDART00000141397	NM_001003447	ENSDARP00000122141
ENSDARG00000097478	qkia	ENSDART00000169708	NM_131224	ENSDARP00000140694
ENSDARG00000070504	trpc5a	ENSDART00000179237	NM_001327747	ENSDARP00000143317
ENSDARG00000006766	snd1	ENSDART00000100974	NM_001293681	ENSDARP00000091746
ENSDARG00000052649	ube2ia	ENSDART00000052746	NM_131833	ENSDARP00000052745
ENSDARG00000053854	uts2a	ENSDART00000126027	NM_212848	ENSDARP00000111968
ENSDARG00000060438	tbl1x	ENSDART00000085135	NM_001082994	ENSDARP00000079570
ENSDARG00000057058	minpp1a	ENSDART00000079600	NM_001077557	ENSDARP00000074052
ENSDARG00000061235	alg5	ENSDART00000193306	NM_001045354	ENSDARP00000155806
ENSDARG00000021806	zfp36l2	ENSDART00000142674	NM_207055	ENSDARP00000113845
ENSDARG00000076891	rfxap	ENSDART00000140439	NM_001326367	ENSDARP00000114074
ENSDARG00000041226	cdc40	ENSDART00000060432	NM_001009990	ENSDARP00000060431
ENSDARG00000006766	snd1	ENSDART00000040405	NM_182865	ENSDARP00000040404
ENSDARG00000006392	exosc9	ENSDART00000002886	NM_001006077	ENSDARP00000005262
ENSDARG00000026048	tsc1a	ENSDART00000035400	NM_200052	ENSDARP00000035073
ENSDARG00000034785	dachb	ENSDART00000046283	NM_152956	ENSDARP00000046282
ENSDARG00000015807	rab22a	ENSDART00000022581	NM_205719	ENSDARP00000008423
ENSDARG00000088073	fam110b	ENSDART00000168653	NM_001025174	ENSDARP00000138309
ENSDARG00000025608	casp6b.1	ENSDART00000136919	NM_001005973	ENSDARP00000113324
ENSDARG00000001754	noc2l	ENSDART00000091662	NM_001003830	ENSDARP00000086095
ENSDARG00000069044	agpat4	ENSDART00000100156	NM_212992	ENSDARP00000090929
ENSDARG00000068130	spaca9	ENSDART00000098336	NM_001045430	ENSDARP00000089108
ENSDARG00000074656	ctss2.1	ENSDART00000112116	NM_001024409	ENSDARP00000099159
ENSDARG00000016318	med7	ENSDART00000015670	NM_199741	ENSDARP00000010075
ENSDARG00000012275	katnal2	ENSDART00000064901	NM_001037414	ENSDARP00000064900
ENSDARG00000069956	pdlim2	ENSDART00000125920	NM_001326402	ENSDARP00000109858
ENSDARG00000079274	prss59.1	ENSDART00000148846	NM_199605	ENSDARP00000124424
ENSDARG00000040224	krcp	ENSDART00000058843	NM_001012366	ENSDARP00000058842
ENSDARG00000089225	ro60	ENSDART00000126118	NM_001037397	ENSDARP00000105072
ENSDARG00000030961	ak8	ENSDART00000043096	NM_001020644	ENSDARP00000043095
ENSDARG00000017591	fat1a	ENSDART00000145068	NM_212967	ENSDARP00000112805
ENSDARG00000092610	lamp1b	ENSDART00000131705	NM_001326532	ENSDARP00000123215
ENSDARG00000044601	rtn4a	ENSDART00000124662	NM_001201446	ENSDARP00000108083
ENSDARG00000041257	smtnl1	ENSDART00000060479	NM_001013321	ENSDARP00000060478
ENSDARG00000044601	rtn4a	ENSDART00000081966	NM_001079912	ENSDARP00000076404
ENSDARG00000061017	spns2	ENSDART00000111749	NM_001114455	ENSDARP00000100856
ENSDARG00000061017	spns2	ENSDART00000153909	NM_001083847	ENSDARP00000129119
ENSDARG00000017565	itk	ENSDART00000003993	NM_131104	ENSDARP00000022015
ENSDARG00000044601	rtn4a	ENSDART00000081952	NM_001004555	ENSDARP00000076390
ENSDARG00000020301	os9	ENSDART00000133305	NM_001075108	ENSDARP00000120218
ENSDARG00000074509	tacr2	ENSDART00000142129	NM_001327859	ENSDARP00000117211
ENSDARG00000040799	sst1.1	ENSDART00000059791	NM_183070	ENSDARP00000059790
ENSDARG00000092039	si:dkey-70p6.1	ENSDART00000147021	NM_001045205	ENSDARP00000120975
ENSDARG00000019000	smc3	ENSDART00000019786	NM_214689	ENSDARP00000024411
ENSDARG00000092039	si:dkey-70p6.1	ENSDART00000135764	NM_001123314	ENSDARP00000119877
ENSDARG00000010481	bzw1a	ENSDART00000013575	NM_199708	ENSDARP00000022789
ENSDARG00000056557	copb1	ENSDART00000079042	NM_001002013	ENSDARP00000073498
ENSDARG00000020053	nkd1	ENSDART00000173523	NM_001043333	ENSDARP00000142757
ENSDARG00000026198	enoph1	ENSDART00000031165	NM_001002226	ENSDARP00000031494
ENSDARG00000016447	ythdf1	ENSDART00000025171	NM_212713	ENSDARP00000005746
ENSDARG00000021143	rtn1b	ENSDART00000027758	NM_001029948	ENSDARP00000009989
ENSDARG00000031875	trpa1b	ENSDART00000105997	NM_001007066	ENSDARP00000096775
ENSDARG00000070266	spock3	ENSDART00000148518	NM_001327988	ENSDARP00000123781
ENSDARG00000044114	cyb561d2	ENSDART00000064772	NM_001006102	ENSDARP00000064771
ENSDARG00000021143	rtn1b	ENSDART00000060203	NM_001328271	ENSDARP00000060202
ENSDARG00000070266	spock3	ENSDART00000166479	NM_001327987	ENSDARP00000135664
ENSDARG00000021143	rtn1b	ENSDART00000079079	NM_001328270	ENSDARP00000073534
ENSDARG00000042961	nkain5	ENSDART00000063075	NM_001003635	ENSDARP00000063074
ENSDARG00000099749	ube2d2l	ENSDART00000168142	NM_199952	ENSDARP00000141341
ENSDARG00000074588	mettl18	ENSDART00000111477	NM_001145617	ENSDARP00000104104
ENSDARG00000060596	prkaa1	ENSDART00000085531	NM_001110286	ENSDARP00000079966
ENSDARG00000013477	gata1a	ENSDART00000013714	NM_131234	ENSDARP00000002330
ENSDARG00000073872	tpst1	ENSDART00000114464	NM_131403	ENSDARP00000101352
ENSDARG00000071413	mier2	ENSDART00000105550	NM_001326392	ENSDARP00000096327
ENSDARG00000057053	sgms1a	ENSDART00000135561	NM_001007325	ENSDARP00000122611
ENSDARG00000004427	dpy30	ENSDART00000024743	NM_001002438	ENSDARP00000017331
ENSDARG00000042525	ebf2	ENSDART00000014822	NM_131418	ENSDARP00000009986
ENSDARG00000005423	pgam1a	ENSDART00000008287	NM_198804	ENSDARP00000006201
ENSDARG00000069790	dynll2b	ENSDART00000122099	NM_200099	ENSDARP00000108873
ENSDARG00000057049	kcnk18	ENSDART00000079646	NM_001190307	ENSDARP00000074098
ENSDARG00000089936	selenow2b	ENSDART00000145285	NM_194418	ENSDARP00000118513
ENSDARG00000014849	pih1d2	ENSDART00000012064	NM_001008629	ENSDARP00000017232
ENSDARG00000044655	st14b	ENSDART00000087910	NM_001077737	ENSDARP00000082343
ENSDARG00000021380	ppm1db	ENSDART00000014028	NM_001007340	ENSDARP00000006004
ENSDARG00000007654	nsfa	ENSDART00000103043	NM_001044328	ENSDARP00000093817
ENSDARG00000030064	plekha1a	ENSDART00000165192	NM_213436	ENSDARP00000133411
ENSDARG00000035577	cds2	ENSDART00000028087	NM_201186	ENSDARP00000003167
ENSDARG00000035954	tdp2b	ENSDART00000103612	NM_001079703	ENSDARP00000094388
ENSDARG00000061773	neurl1ab	ENSDART00000088490	NM_001076708	ENSDARP00000082923
ENSDARG00000003931	cndp2	ENSDART00000038202	NM_214704	ENSDARP00000033632
ENSDARG00000020887	armc1l	ENSDART00000136910	NM_199539	ENSDARP00000116279
ENSDARG00000032619	tob1a	ENSDART00000049240	NM_198363	ENSDARP00000049239
ENSDARG00000062429	trim109	ENSDART00000090234	NM_001045303	ENSDARP00000084667
ENSDARG00000088870		ENSDART00000004188	NM_001123254	ENSDARP00000003033
ENSDARG00000041107	cftr	ENSDART00000060243	NM_001044883	ENSDARP00000060242
ENSDARG00000019706	zar1	ENSDART00000004625	NM_194381	ENSDARP00000022641
ENSDARG00000057691	srsf1a	ENSDART00000080413	NM_213015	ENSDARP00000074862
ENSDARG00000054867	hibch	ENSDART00000141548	NM_001014316	ENSDARP00000118435
ENSDARG00000035957	gmnn	ENSDART00000052185	NM_200086	ENSDARP00000052184
ENSDARG00000041952	prox2	ENSDART00000114931	NM_001128292	ENSDARP00000099298
ENSDARG00000060394	mtfr2	ENSDART00000085054	NM_001077285	ENSDARP00000079489
ENSDARG00000092728	si:dkey-266f7.4	ENSDART00000160410	NM_001100018	ENSDARP00000134537
ENSDARG00000036721	tomm40l	ENSDART00000053325	NM_212959	ENSDARP00000053324
ENSDARG00000090872	si:dkey-276j7.1	ENSDART00000157058	NM_001326548	ENSDARP00000128722
ENSDARG00000093405	casp6a	ENSDART00000050930	NM_001020497	ENSDARP00000050929
ENSDARG00000026098	si:dkey-13a21.4	ENSDART00000126403	NM_001013478	ENSDARP00000105621
ENSDARG00000061352	bcl11aa	ENSDART00000087426	NM_001040391	ENSDARP00000081860
ENSDARG00000018643	igf2a	ENSDART00000009642	NM_131433	ENSDARP00000016954
ENSDARG00000069446	dbh	ENSDART00000101089	NM_001109694	ENSDARP00000091863
ENSDARG00000045175	pofut2	ENSDART00000066424	NM_001077630	ENSDARP00000066423
ENSDARG00000042552	cacna1sb	ENSDART00000062406	NM_214726	ENSDARP00000062405
ENSDARG00000061728	acot13	ENSDART00000088401	NM_001080803	ENSDARP00000082834
ENSDARG00000012247	def6a	ENSDART00000005359	NM_201040	ENSDARP00000025016
ENSDARG00000061257	C3H17orf75	ENSDART00000087196	NM_001045389	ENSDARP00000081630
ENSDARG00000061723	tmem64	ENSDART00000136289	NM_001128251	ENSDARP00000114472
ENSDARG00000059610	gpr146	ENSDART00000131652	NM_001320482	ENSDARP00000113473
ENSDARG00000040736	crygm7	ENSDART00000059693	NM_001020795	ENSDARP00000059692
ENSDARG00000074428	hhat	ENSDART00000148743	NM_001114890	ENSDARP00000124707
ENSDARG00000030269	grtp1b	ENSDART00000045754	NM_001017810	ENSDARP00000045753
ENSDARG00000074661	gper1	ENSDART00000189772	NM_001128723	ENSDARP00000156576
ENSDARG00000093406	C19H6orf62	ENSDART00000052183	NM_001020637	ENSDARP00000052182
ENSDARG00000014966	ccdc82	ENSDART00000017709	NM_199822	ENSDARP00000026367
ENSDARG00000055753	suv39h1b	ENSDART00000078152	NM_001126482	ENSDARP00000072614
ENSDARG00000057321	tut1	ENSDART00000079945	NM_001030188	ENSDARP00000074395
ENSDARG00000099021	setdb1b	ENSDART00000165824	NM_001077277	ENSDARP00000136505
ENSDARG00000068274	ankrd67	ENSDART00000098671	NM_001128730	ENSDARP00000089442
ENSDARG00000020504	h3f3b.1	ENSDART00000146211	NM_212996	ENSDARP00000120344
ENSDARG00000044142	acss1	ENSDART00000044328	NM_001080656	ENSDARP00000044327
ENSDARG00000020143	pah	ENSDART00000011943	NM_200551	ENSDARP00000012808
ENSDARG00000055757	tmem9	ENSDART00000062403	NM_199866	ENSDARP00000062402
ENSDARG00000032296	pomp	ENSDART00000045124	NM_001003424	ENSDARP00000045123
ENSDARG00000071429	tdo2a	ENSDART00000105590	NM_001102616	ENSDARP00000096367
ENSDARG00000055757	tmem9	ENSDART00000137899	NM_001328536	ENSDARP00000114410
ENSDARG00000103176	nr5a1a	ENSDART00000162004	NM_131794	ENSDARP00000130433
ENSDARG00000009131	slc10a4	ENSDART00000022887	NM_001328341	ENSDARP00000019940
ENSDARG00000009266	uevld	ENSDART00000048507	NM_001003619	ENSDARP00000048506
ENSDARG00000099560	lyrm5a	ENSDART00000161101	NM_001159823	ENSDARP00000137307
ENSDARG00000009131	slc10a4	ENSDART00000153386	NM_001044803	ENSDARP00000127118
ENSDARG00000058102	sardh	ENSDART00000193875	NM_001326686	ENSDARP00000154120
ENSDARG00000028896	plpp2b	ENSDART00000139411	NM_199953	ENSDARP00000122861
ENSDARG00000044182	stau1	ENSDART00000181056	NM_205561	ENSDARP00000148866
ENSDARG00000015427	hdac1	ENSDART00000051799	NM_173236	ENSDARP00000051798
ENSDARG00000070435	vapb	ENSDART00000103357	NM_212647	ENSDARP00000094134
ENSDARG00000053685	gtf2a2	ENSDART00000075757	NM_001020605	ENSDARP00000070238
ENSDARG00000010181	asap2a	ENSDART00000026152	NM_001045207	ENSDARP00000024796
ENSDARG00000002754	pdcd2l	ENSDART00000003346	NM_200223	ENSDARP00000025863
ENSDARG00000019564	asap2b	ENSDART00000101556	NM_001044933	ENSDARP00000092330
ENSDARG00000052405	pak6b	ENSDART00000100110	NM_001162487	ENSDARP00000090883
ENSDARG00000061468	ncaph	ENSDART00000087684	NM_001080196	ENSDARP00000082118
ENSDARG00000016122	ptrhd1	ENSDART00000015190	NM_001030275	ENSDARP00000022446
ENSDARG00000105820	or92a1	ENSDART00000141236	NM_001130797	ENSDARP00000113768
ENSDARG00000094515	or92a4	ENSDART00000146443	NM_001128559	ENSDARP00000122899
ENSDARG00000117113	zgc:173607	ENSDART00000158645	NM_001328705	ENSDARP00000140962
ENSDARG00000076402	nat16l	ENSDART00000173631	NM_001123054	ENSDARP00000142679
ENSDARG00000017562	banp	ENSDART00000016310	NM_001020632	ENSDARP00000023623
ENSDARG00000060768	ankib1a	ENSDART00000168725	NM_001080992	ENSDARP00000132490
ENSDARG00000090637	myh6	ENSDART00000126983	NM_198823	ENSDARP00000108536
ENSDARG00000045854	fgf23	ENSDART00000067388	NM_001009564	ENSDARP00000067387
ENSDARG00000011496	ppm1bb	ENSDART00000011662	NM_001007313	ENSDARP00000011459
ENSDARG00000032114	slain2	ENSDART00000123222	NM_001044846	ENSDARP00000108203
ENSDARG00000016514	gtf2h2	ENSDART00000007587	NM_201581	ENSDARP00000018901
ENSDARG00000005115	calub	ENSDART00000005405	NM_201082	ENSDARP00000025396
ENSDARG00000079880	tas2r200.1	ENSDART00000112981	NM_001039830	ENSDARP00000097664
ENSDARG00000074066	tas2r200.2	ENSDART00000193971	NM_001020505	ENSDARP00000145538
ENSDARG00000068438	gucd1	ENSDART00000098986	NM_001077162	ENSDARP00000089757
ENSDARG00000042873	slc25a27	ENSDART00000062925	NM_200341	ENSDARP00000062924
ENSDARG00000027572	as3mt	ENSDART00000057879	NM_001039839	ENSDARP00000057878
ENSDARG00000057352	slc25a29	ENSDART00000083427	NM_001030237	ENSDARP00000077862
ENSDARG00000073742	prss59.2	ENSDART00000149466	NM_001281994	ENSDARP00000123920
ENSDARG00000009953	med14	ENSDART00000011304	NM_212765	ENSDARP00000010465
ENSDARG00000042876	abracl	ENSDART00000062931	NM_213642	ENSDARP00000062930
ENSDARG00000013800	snrpd3	ENSDART00000018475	NM_001002081	ENSDARP00000011226
ENSDARG00000059923	slc25a47a	ENSDART00000083876	NM_001045314	ENSDARP00000078311
ENSDARG00000104285	armh3	ENSDART00000162211	NM_200619	ENSDARP00000140852
ENSDARG00000036252	rras2	ENSDART00000052656	NM_001017815	ENSDARP00000052655
ENSDARG00000009594	nr1d2b	ENSDART00000127353	NM_131065	ENSDARP00000112360
ENSDARG00000105719	or92a2	ENSDART00000133406	NM_001128393	ENSDARP00000123033
ENSDARG00000042440	p2rx7	ENSDART00000062229	NM_198984	ENSDARP00000062228
ENSDARG00000040735	crygm6	ENSDART00000040744	NM_001020794	ENSDARP00000040743
ENSDARG00000061908	mfsd12a	ENSDART00000088867	NM_001044972	ENSDARP00000083300
ENSDARG00000016903	wdr5	ENSDART00000019750	NM_213099	ENSDARP00000017859
ENSDARG00000105835	or92a3	ENSDART00000147079	NM_001130809	ENSDARP00000117641
ENSDARG00000069230	zgc:153738	ENSDART00000129535	NM_001079968	ENSDARP00000105398
ENSDARG00000052642	shisa9b	ENSDART00000074537	NM_001135975	ENSDARP00000069025
ENSDARG00000070368	casp6b.2	ENSDART00000103182	NM_001039980	ENSDARP00000093958
ENSDARG00000095767	dio3b	ENSDART00000131982	NM_001177935	
ENSDARG00000061405	eva1a	ENSDART00000087565	NM_001076587	ENSDARP00000081999
ENSDARG00000011521	upb1	ENSDART00000005345	NM_199616	ENSDARP00000002199
ENSDARG00000010160	rps15a	ENSDART00000172555	NM_212762	ENSDARP00000134460
ENSDARG00000061345	wwp2	ENSDART00000185712	NM_001099448	ENSDARP00000154551
ENSDARG00000014230	dlst	ENSDART00000016614	NM_201487	ENSDARP00000006973
ENSDARG00000020465	ewsr1b	ENSDART00000127773	NM_212630	ENSDARP00000110206
ENSDARG00000015110	slc18a2	ENSDART00000025466	NM_001256225	ENSDARP00000023268
ENSDARG00000006527	brd3a	ENSDART00000135239	NM_001123389	ENSDARP00000117023
ENSDARG00000089582		ENSDART00000168249	NM_001123251	ENSDARP00000136164
ENSDARG00000057949	slc43a3b	ENSDART00000080712	NM_001039922	ENSDARP00000075158
ENSDARG00000092873	atp5mj	ENSDART00000147112	NM_001135972	ENSDARP00000126933
ENSDARG00000046098	ebp	ENSDART00000019045	NM_001002328	ENSDARP00000007796
ENSDARG00000042452	p2rx4b	ENSDART00000098975	NM_198987	ENSDARP00000089746
ENSDARG00000036505	syt4	ENSDART00000045479	NM_199948	ENSDARP00000045478
ENSDARG00000045853	rad51ap1	ENSDART00000067386	NM_001044338	ENSDARP00000067385
ENSDARG00000054879	six3b	ENSDART00000077157	NM_131363	ENSDARP00000071625
ENSDARG00000026680	slc25a14	ENSDART00000139178	NM_200164	ENSDARP00000119767
ENSDARG00000052842	ppifb	ENSDART00000074768	NM_001037122	ENSDARP00000069254
ENSDARG00000054433	yipf6	ENSDART00000076627	NM_001002096	ENSDARP00000071098
ENSDARG00000093318	si:dkey-57a22.15	ENSDART00000091013	NM_001123311	ENSDARP00000085446
ENSDARG00000004636	ccdc9	ENSDART00000027563	NM_001075106	ENSDARP00000022739
ENSDARG00000054055	ostn	ENSDART00000157190	NM_001326409	ENSDARP00000128488
ENSDARG00000092954	mrpl34	ENSDART00000139339	NM_001199680	ENSDARP00000121717
ENSDARG00000077264	wdr43	ENSDART00000112389	NM_001018166	ENSDARP00000124457
ENSDARG00000092954	mrpl34	ENSDART00000136284	NM_001302507	ENSDARP00000114531
ENSDARG00000074663	samd8	ENSDART00000113936	NM_001089470	ENSDARP00000102971
ENSDARG00000104205	cfhl3	ENSDART00000171246	NM_001199191	ENSDARP00000133577
ENSDARG00000075188	adamts10	ENSDART00000113910	NM_001123274	ENSDARP00000099288
ENSDARG00000026577	cdk2	ENSDART00000036581	NM_213406	ENSDARP00000032448
ENSDARG00000002600	pcsk1	ENSDART00000014668	NM_001137662	ENSDARP00000004083
ENSDARG00000011851	map2k5	ENSDART00000052404	NM_001114317	ENSDARP00000052403
ENSDARG00000031348	mc5ra	ENSDART00000040073	NM_173279	ENSDARP00000040072
ENSDARG00000041895	cad	ENSDART00000153310	NM_001308825	ENSDARP00000127377
ENSDARG00000035338	tppp2	ENSDART00000036760	NM_001326439	ENSDARP00000031737
ENSDARG00000039929	ckmt2b	ENSDART00000048210	NM_200697	ENSDARP00000048209
ENSDARG00000005026	tshz1	ENSDART00000186194	NM_001042746	ENSDARP00000148441
ENSDARG00000102463	cox18	ENSDART00000158277	NM_001114469	ENSDARP00000140728
ENSDARG00000044380	rbmx2	ENSDART00000143373	NM_001025166	ENSDARP00000113381
ENSDARG00000074531	spag9a	ENSDART00000178522	NM_001320288	ENSDARP00000143928
ENSDARG00000054878	six2b	ENSDART00000077155	NM_001128734	ENSDARP00000071623
ENSDARG00000079553	cd83	ENSDART00000137954	NM_001098249	ENSDARP00000123227
ENSDARG00000045592	tnni2a.1	ENSDART00000159373	NM_001007365	ENSDARP00000130768
